customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment,Cluster
C16077,236,5,69.38,2,4,1,7,2-4-1,Can't Lose Them,Occasional
C16078,13,6,1387.16,5,5,5,15,5-5-5,Champions,Champions
C16079,155,6,980.89,2,5,4,11,2-5-4,Can't Lose Them,Champions
C16080,139,2,2289.17,3,1,5,9,3-1-5,Needs Attention,Core Regulars
C16081,92,3,788.44,3,2,4,9,3-2-4,Needs Attention,Core Regulars
C16082,189,6,903.54,2,5,4,11,2-5-4,Can't Lose Them,Champions
C16083,50,5,468.51,4,4,3,11,4-4-3,Champions,Core Regulars
C16084,33,1,256.06,5,1,2,8,5-1-2,Potential Loyalists,Occasional
C16085,169,4,3404.77,2,3,5,10,2-3-5,At Risk,Core Regulars
C16086,165,4,433.89,2,3,3,8,2-3-3,At Risk,Core Regulars
C16087,158,1,180.21,2,1,2,5,2-1-2,Hibernating,Occasional
C16088,428,2,419.12,1,1,3,5,1-1-3,Hibernating,Dormant
C16089,94,7,499.8,3,5,3,11,3-5-3,Loyal Customers,Champions
C16090,41,6,2178.6,4,5,5,14,4-5-5,Champions,Champions
C16091,370,3,279.17,1,2,2,5,1-2-2,At Risk,Dormant
C16092,3,5,1337.4199999999998,5,4,5,14,5-4-5,Champions,Champions
C16093,112,4,749.6499999999999,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C16094,275,4,444.45,1,3,3,7,1-3-3,At Risk,Core Regulars
C16095,111,4,353.45,3,3,2,8,3-3-2,Loyal Customers,Core Regulars
C16096,161,6,342.73,2,5,2,9,2-5-2,Can't Lose Them,Core Regulars
C16097,4,5,863.01,5,4,4,13,5-4-4,Champions,Core Regulars
C16098,184,3,426.91,2,2,3,7,2-2-3,At Risk,Core Regulars
C16099,122,7,1227.06,3,5,5,13,3-5-5,Loyal Customers,Champions
C16100,228,5,1007.4,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C16101,105,3,199.57,3,2,2,7,3-2-2,Needs Attention,Occasional
C16102,66,6,723.64,4,5,4,13,4-5-4,Champions,Champions
C16103,31,7,1133.54,5,5,4,14,5-5-4,Champions,Champions
C16104,42,5,339.01000000000005,4,4,2,10,4-4-2,Champions,Core Regulars
C16105,168,4,892.9,2,3,4,9,2-3-4,At Risk,Core Regulars
C16106,251,6,764.0,2,5,4,11,2-5-4,Can't Lose Them,Core Regulars
C16107,17,4,1403.16,5,3,5,13,5-3-5,Loyal Customers,Core Regulars
C16108,205,2,12.67,2,1,1,4,2-1-1,Hibernating,Occasional
C16109,365,3,478.96,1,2,3,6,1-2-3,At Risk,Dormant
C16110,523,2,851.3299999999999,1,1,4,6,1-1-4,Hibernating,Dormant
C16111,97,2,75.33999999999999,3,1,1,5,3-1-1,Needs Attention,Occasional
C16112,79,3,612.09,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C16113,290,4,77.16000000000001,1,3,1,5,1-3-1,At Risk,Occasional
C16114,22,6,939.34,5,5,4,14,5-5-4,Champions,Champions
C16115,24,4,231.88,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C16116,43,6,988.24,4,5,4,13,4-5-4,Champions,Champions
C16117,260,4,207.56,2,3,2,7,2-3-2,At Risk,Occasional
C16118,419,4,320.01,1,3,2,6,1-3-2,At Risk,Dormant
C16120,26,7,1239.17,5,5,5,15,5-5-5,Champions,Champions
C16121,55,7,1149.86,4,5,5,14,4-5-5,Champions,Champions
C16122,36,3,248.89,4,2,2,8,4-2-2,Potential Loyalists,Occasional
C16123,256,5,274.06,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C16124,36,6,504.31,4,5,3,12,4-5-3,Champions,Champions
C16125,64,5,1710.53,4,4,5,13,4-4-5,Champions,Core Regulars
C16126,164,8,2165.53,2,5,5,12,2-5-5,Can't Lose Them,Champions
C16127,77,5,308.78000000000003,4,4,2,10,4-4-2,Champions,Core Regulars
C16128,418,1,25.56,1,1,1,3,1-1-1,Hibernating,Dormant
C16129,331,2,251.13,1,1,2,4,1-1-2,Hibernating,Dormant
C16130,159,7,1249.73,2,5,5,12,2-5-5,Can't Lose Them,Champions
C16131,48,5,1422.82,4,4,5,13,4-4-5,Champions,Core Regulars
C16132,87,4,50.04,3,3,1,7,3-3-1,Loyal Customers,Occasional
C16133,489,4,326.53,1,3,2,6,1-3-2,At Risk,Dormant
C16134,511,1,16.14,1,1,1,3,1-1-1,Hibernating,Dormant
C16135,103,3,1120.23,3,2,4,9,3-2-4,Needs Attention,Core Regulars
C16136,37,7,487.16,4,5,3,12,4-5-3,Champions,Champions
C16137,162,3,545.9499999999999,2,2,3,7,2-2-3,At Risk,Core Regulars
C16138,241,2,33.27,2,1,1,4,2-1-1,Hibernating,Occasional
C16139,66,6,1410.72,4,5,5,14,4-5-5,Champions,Champions
C16140,328,4,290.52,1,3,2,6,1-3-2,At Risk,Dormant
C16141,153,7,645.06,2,5,3,10,2-5-3,Can't Lose Them,Champions
C16142,228,5,1011.96,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C16143,324,1,11.26,1,1,1,3,1-1-1,Hibernating,Occasional
C16144,48,11,1639.19,4,5,5,14,4-5-5,Champions,Champions
C16146,335,3,646.1700000000001,1,2,3,6,1-2-3,At Risk,Dormant
C16147,476,2,73.47,1,1,1,3,1-1-1,Hibernating,Dormant
C16148,154,3,630.8299999999999,2,2,3,7,2-2-3,At Risk,Core Regulars
C16149,176,2,272.78,2,1,2,5,2-1-2,Hibernating,Occasional
C16150,21,5,187.17,5,4,2,11,5-4-2,Champions,Core Regulars
C16151,136,3,162.82999999999998,3,2,1,6,3-2-1,Needs Attention,Occasional
C16152,215,5,125.19,2,4,1,7,2-4-1,Can't Lose Them,Occasional
C16153,77,7,786.7,4,5,4,13,4-5-4,Champions,Champions
C16154,2,6,1734.25,5,5,5,15,5-5-5,Champions,Champions
C16155,191,5,210.27,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C16156,56,4,308.28000000000003,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C16157,36,5,1179.93,4,4,5,13,4-4-5,Champions,Core Regulars
C16158,5,6,692.54,5,5,4,14,5-5-4,Champions,Champions
C16159,165,4,671.64,2,3,4,9,2-3-4,At Risk,Core Regulars
C16160,389,5,588.53,1,4,3,8,1-4-3,Can't Lose Them,Dormant
C16161,73,2,692.26,4,1,4,9,4-1-4,Potential Loyalists,Core Regulars
C16162,125,2,301.92,3,1,2,6,3-1-2,Needs Attention,Occasional
C16163,143,4,1184.16,3,3,5,11,3-3-5,Loyal Customers,Core Regulars
C16164,59,6,955.96,4,5,4,13,4-5-4,Champions,Champions
C16165,112,3,140.37,3,2,1,6,3-2-1,Needs Attention,Occasional
C16166,34,3,129.91,5,2,1,8,5-2-1,Potential Loyalists,Occasional
C16167,253,4,273.35,2,3,2,7,2-3-2,At Risk,Core Regulars
C16168,202,4,910.25,2,3,4,9,2-3-4,At Risk,Core Regulars
C16169,64,3,44.35,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C16170,12,7,706.2,5,5,4,14,5-5-4,Champions,Champions
C16171,323,5,233.68,1,4,2,7,1-4-2,Can't Lose Them,Dormant
C16172,9,6,761.55,5,5,4,14,5-5-4,Champions,Champions
C16173,3,2,146.59,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C16174,91,5,2514.02,3,4,5,12,3-4-5,Loyal Customers,Champions
C16175,52,7,2002.86,4,5,5,14,4-5-5,Champions,Champions
C16176,104,4,235.91,3,3,2,8,3-3-2,Loyal Customers,Core Regulars
C16177,67,5,1097.06,4,4,4,12,4-4-4,Champions,Core Regulars
C16178,198,1,61.36,2,1,1,4,2-1-1,Hibernating,Occasional
C16179,518,4,294.01,1,3,2,6,1-3-2,At Risk,Dormant
C16180,329,3,129.97,1,2,1,4,1-2-1,At Risk,Dormant
C16181,245,2,691.63,2,1,4,7,2-1-4,Hibernating,Core Regulars
C16182,81,3,1374.7,4,2,5,11,4-2-5,Potential Loyalists,Core Regulars
C16183,343,2,9.11,1,1,1,3,1-1-1,Hibernating,Occasional
C16184,282,5,617.84,1,4,3,8,1-4-3,Can't Lose Them,Core Regulars
C16185,356,6,755.65,1,5,4,10,1-5-4,Can't Lose Them,Core Regulars
C16186,135,1,23.08,3,1,1,5,3-1-1,Needs Attention,Occasional
C16187,74,4,934.56,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C16188,86,3,655.54,3,2,4,9,3-2-4,Needs Attention,Core Regulars
C16189,162,4,1166.34,2,3,5,10,2-3-5,At Risk,Core Regulars
C16190,151,8,926.2,2,5,4,11,2-5-4,Can't Lose Them,Champions
C16191,152,2,65.32,2,1,1,4,2-1-1,Hibernating,Occasional
C16192,34,3,267.02,5,2,2,9,5-2-2,Potential Loyalists,Core Regulars
C16193,70,6,1007.04,4,5,4,13,4-5-4,Champions,Champions
C16194,189,3,472.06,2,2,3,7,2-2-3,At Risk,Core Regulars
C16195,169,5,1193.22,2,4,5,11,2-4-5,Can't Lose Them,Core Regulars
C16196,114,7,1377.15,3,5,5,13,3-5-5,Loyal Customers,Champions
C16197,61,5,268.95,4,4,2,10,4-4-2,Champions,Core Regulars
C16198,23,3,103.88,5,2,1,8,5-2-1,Potential Loyalists,Occasional
C16199,145,3,205.57,3,2,2,7,3-2-2,Needs Attention,Occasional
C16200,53,9,1006.23,4,5,4,13,4-5-4,Champions,Champions
C16201,363,4,1086.98,1,3,4,8,1-3-4,At Risk,Dormant
C16202,60,2,630.71,4,1,3,8,4-1-3,Potential Loyalists,Core Regulars
C16203,50,3,959.12,4,2,4,10,4-2-4,Potential Loyalists,Core Regulars
C16204,217,4,925.84,2,3,4,9,2-3-4,At Risk,Core Regulars
C16205,334,4,830.02,1,3,4,8,1-3-4,At Risk,Core Regulars
C16206,507,3,51.46,1,2,1,4,1-2-1,At Risk,Dormant
C16207,79,7,932.55,4,5,4,13,4-5-4,Champions,Champions
C16208,85,5,882.31,3,4,4,11,3-4-4,Loyal Customers,Core Regulars
C16209,11,5,389.72,5,4,3,12,5-4-3,Champions,Core Regulars
C16210,213,2,157.36999999999998,2,1,1,4,2-1-1,Hibernating,Occasional
C16211,577,1,596.53,1,1,3,5,1-1-3,Hibernating,Dormant
C16212,46,7,2326.05,4,5,5,14,4-5-5,Champions,Champions
C16213,506,3,1004.09,1,2,4,7,1-2-4,At Risk,Dormant
C16214,364,1,30.07,1,1,1,3,1-1-1,Hibernating,Dormant
C16215,287,3,129.64,1,2,1,4,1-2-1,At Risk,Occasional
C16216,36,3,46.95,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C16217,154,7,1077.19,2,5,4,11,2-5-4,Can't Lose Them,Champions
C16218,131,4,887.84,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C16219,77,5,371.92,4,4,3,11,4-4-3,Champions,Core Regulars
C16220,41,3,18.43,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C16221,103,4,764.84,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C16222,160,6,741.6800000000001,2,5,4,11,2-5-4,Can't Lose Them,Champions
C16223,136,1,237.86,3,1,2,6,3-1-2,Needs Attention,Occasional
C16225,350,2,50.11,1,1,1,3,1-1-1,Hibernating,Dormant
C16226,174,4,195.43,2,3,2,7,2-3-2,At Risk,Occasional
C16227,172,6,254.06,2,5,2,9,2-5-2,Can't Lose Them,Core Regulars
C16228,256,4,1057.5700000000002,2,3,4,9,2-3-4,At Risk,Core Regulars
C16229,115,8,1060.89,3,5,4,12,3-5-4,Loyal Customers,Champions
C16230,73,7,775.73,4,5,4,13,4-5-4,Champions,Champions
C16231,85,6,1032.87,3,5,4,12,3-5-4,Loyal Customers,Champions
C16232,59,5,1027.82,4,4,4,12,4-4-4,Champions,Core Regulars
C16233,279,5,2052.14,1,4,5,10,1-4-5,Can't Lose Them,Core Regulars
C16234,348,3,2166.5,1,2,5,8,1-2-5,At Risk,Core Regulars
C16235,347,3,351.5,1,2,2,5,1-2-2,At Risk,Dormant
C16236,39,5,105.35,4,4,1,9,4-4-1,Champions,Occasional
C16237,491,1,299.36,1,1,2,4,1-1-2,Hibernating,Dormant
C16238,9,7,2291.8,5,5,5,15,5-5-5,Champions,Champions
C16239,160,3,381.93,2,2,3,7,2-2-3,At Risk,Core Regulars
C16240,33,6,460.68,5,5,3,13,5-5-3,Champions,Champions
C16241,215,4,171.46,2,3,1,6,2-3-1,At Risk,Occasional
C16242,56,6,290.79,4,5,2,11,4-5-2,Champions,Core Regulars
C16243,34,3,868.25,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C16244,294,3,600.86,1,2,3,6,1-2-3,At Risk,Core Regulars
C16245,105,3,231.33,3,2,2,7,3-2-2,Needs Attention,Occasional
C16246,510,2,296.1,1,1,2,4,1-1-2,Hibernating,Dormant
C16247,12,6,927.15,5,5,4,14,5-5-4,Champions,Champions
C16248,309,2,286.78,1,1,2,4,1-1-2,Hibernating,Dormant
C16249,192,5,527.24,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C16250,64,5,787.76,4,4,4,12,4-4-4,Champions,Core Regulars
C16251,3,5,1520.62,5,4,5,14,5-4-5,Champions,Champions
C16252,400,4,1288.47,1,3,5,9,1-3-5,At Risk,Dormant
C16253,127,1,63.14,3,1,1,5,3-1-1,Needs Attention,Occasional
C16254,256,2,408.1,2,1,3,6,2-1-3,Hibernating,Dormant
C16255,76,6,1191.85,4,5,5,14,4-5-5,Champions,Champions
C16256,97,10,745.93,3,5,4,12,3-5-4,Loyal Customers,Champions
C16257,5,6,1225.55,5,5,5,15,5-5-5,Champions,Champions
C16258,684,2,181.91000000000005,1,1,2,4,1-1-2,Hibernating,Dormant
C16259,171,5,531.16,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C16260,333,3,369.01,1,2,3,6,1-2-3,At Risk,Dormant
C16261,167,6,847.98,2,5,4,11,2-5-4,Can't Lose Them,Champions
C16262,43,2,281.87,4,1,2,7,4-1-2,Potential Loyalists,Occasional
C16263,86,4,758.01,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C16264,4,4,537.03,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C16265,54,7,628.61,4,5,3,12,4-5-3,Champions,Champions
C16266,112,3,243.98,3,2,2,7,3-2-2,Needs Attention,Occasional
C16267,226,1,59.41,2,1,1,4,2-1-1,Hibernating,Occasional
C16268,180,6,2045.9,2,5,5,12,2-5-5,Can't Lose Them,Champions
C16269,110,5,534.81,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C16270,70,3,524.35,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C16271,369,1,250.46,1,1,2,4,1-1-2,Hibernating,Dormant
C16272,179,3,334.72,2,2,2,6,2-2-2,At Risk,Core Regulars
C16273,272,2,104.05,1,1,1,3,1-1-1,Hibernating,Occasional
C16274,222,7,931.27,2,5,4,11,2-5-4,Can't Lose Them,Champions
C16275,16,2,46.3,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C16276,94,11,3328.54,3,5,5,13,3-5-5,Loyal Customers,Champions
C16277,93,4,1632.71,3,3,5,11,3-3-5,Loyal Customers,Core Regulars
C16278,29,5,86.06,5,4,1,10,5-4-1,Champions,Occasional
C16279,287,2,47.95,1,1,1,3,1-1-1,Hibernating,Occasional
C16280,392,3,50.59,1,2,1,4,1-2-1,At Risk,Dormant
C16281,121,4,341.16,3,3,2,8,3-3-2,Loyal Customers,Core Regulars
C16282,186,3,187.15,2,2,2,6,2-2-2,At Risk,Occasional
C16283,34,7,1515.69,5,5,5,15,5-5-5,Champions,Champions
C16284,45,3,91.46,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C16285,23,3,664.77,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C16286,138,2,254.07,3,1,2,6,3-1-2,Needs Attention,Occasional
C16287,137,6,719.25,3,5,4,12,3-5-4,Loyal Customers,Champions
C16288,304,2,103.23,1,1,1,3,1-1-1,Hibernating,Dormant
C16289,2,4,1396.22,5,3,5,13,5-3-5,Loyal Customers,Core Regulars
C16290,144,3,519.8,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C16291,259,2,82.36,2,1,1,4,2-1-1,Hibernating,Occasional
C16292,81,5,548.17,4,4,3,11,4-4-3,Champions,Core Regulars
C16293,3,6,2191.31,5,5,5,15,5-5-5,Champions,Champions
C16294,262,4,357.24,2,3,2,7,2-3-2,At Risk,Core Regulars
C16295,58,5,1178.78,4,4,5,13,4-4-5,Champions,Core Regulars
C16296,39,2,1297.7800000000002,4,1,5,10,4-1-5,Potential Loyalists,Core Regulars
C16297,75,6,792.4399999999999,4,5,4,13,4-5-4,Champions,Champions
C16298,425,4,486.59,1,3,3,7,1-3-3,At Risk,Dormant
C16299,17,6,353.03,5,5,2,12,5-5-2,Champions,Champions
C16300,275,3,76.97,1,2,1,4,1-2-1,At Risk,Occasional
C16301,342,3,585.23,1,2,3,6,1-2-3,At Risk,Dormant
C16302,74,4,1659.28,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C16303,20,4,878.31,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C16304,77,4,1424.84,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C16305,215,7,1165.75,2,5,5,12,2-5-5,Can't Lose Them,Champions
C16306,50,4,524.39,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C16307,237,1,670.93,2,1,4,7,2-1-4,Hibernating,Core Regulars
C16308,30,4,331.52000000000004,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C16309,315,6,611.51,1,5,3,9,1-5-3,Can't Lose Them,Core Regulars
C16310,332,4,292.56,1,3,2,6,1-3-2,At Risk,Dormant
C16311,22,3,656.87,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C16312,42,5,1278.82,4,4,5,13,4-4-5,Champions,Core Regulars
C16313,19,4,311.91,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C16314,45,3,70.83,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C16315,359,3,624.7800000000001,1,2,3,6,1-2-3,At Risk,Dormant
C16316,215,4,1233.61,2,3,5,10,2-3-5,At Risk,Core Regulars
C16317,34,4,625.53,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C16318,41,4,1240.74,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C16319,585,2,143.87,1,1,1,3,1-1-1,Hibernating,Dormant
C16320,25,6,1036.94,5,5,4,14,5-5-4,Champions,Champions
C16321,88,4,117.8,3,3,1,7,3-3-1,Loyal Customers,Occasional
C16322,26,5,780.1700000000001,5,4,4,13,5-4-4,Champions,Core Regulars
C16323,378,3,54.02,1,2,1,4,1-2-1,At Risk,Dormant
C16324,192,5,277.05,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C16326,598,1,163.19,1,1,1,3,1-1-1,Hibernating,Dormant
C16327,58,8,1064.55,4,5,4,13,4-5-4,Champions,Champions
C16328,467,3,197.86,1,2,2,5,1-2-2,At Risk,Dormant
C16329,37,4,3991.8,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C16330,125,1,46.58,3,1,1,5,3-1-1,Needs Attention,Occasional
C16331,25,7,564.46,5,5,3,13,5-5-3,Champions,Champions
C16332,360,3,132.12,1,2,1,4,1-2-1,At Risk,Dormant
C16333,517,2,459.96,1,1,3,5,1-1-3,Hibernating,Dormant
C16334,308,1,205.65,1,1,2,4,1-1-2,Hibernating,Dormant
C16335,44,8,470.92,4,5,3,12,4-5-3,Champions,Champions
C16336,207,3,1721.43,2,2,5,9,2-2-5,At Risk,Core Regulars
C16337,109,6,455.08,3,5,3,11,3-5-3,Loyal Customers,Core Regulars
C16338,81,4,194.07,4,3,2,9,4-3-2,Loyal Customers,Occasional
C16339,238,6,901.82,2,5,4,11,2-5-4,Can't Lose Them,Champions
C16340,177,4,126.27,2,3,1,6,2-3-1,At Risk,Occasional
C16341,239,3,724.63,2,2,4,8,2-2-4,At Risk,Core Regulars
C16342,166,4,797.37,2,3,4,9,2-3-4,At Risk,Core Regulars
C16343,95,2,112.26,3,1,1,5,3-1-1,Needs Attention,Occasional
C16344,62,9,3596.08,4,5,5,14,4-5-5,Champions,Champions
C16345,73,7,1249.89,4,5,5,14,4-5-5,Champions,Champions
C16346,17,4,640.27,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C16347,270,5,850.5500000000001,1,4,4,9,1-4-4,Can't Lose Them,Core Regulars
C16348,93,4,485.47,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C16349,7,5,383.19,5,4,3,12,5-4-3,Champions,Core Regulars
C16350,79,5,1565.36,4,4,5,13,4-4-5,Champions,Core Regulars
C16351,286,3,558.96,1,2,3,6,1-2-3,At Risk,Core Regulars
C16352,115,2,157.86,3,1,1,5,3-1-1,Needs Attention,Occasional
C16353,271,7,1143.86,1,5,5,11,1-5-5,Can't Lose Them,Champions
C16354,18,6,401.78,5,5,3,13,5-5-3,Champions,Champions
C16355,70,3,3311.5,4,2,5,11,4-2-5,Potential Loyalists,Core Regulars
C16356,119,8,1148.83,3,5,5,13,3-5-5,Loyal Customers,Champions
C16357,141,5,945.18,3,4,4,11,3-4-4,Loyal Customers,Core Regulars
C16358,11,4,230.92,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C16359,167,8,393.35,2,5,3,10,2-5-3,Can't Lose Them,Champions
C16360,133,9,1352.0,3,5,5,13,3-5-5,Loyal Customers,Champions
C16361,159,5,209.97,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C16362,236,5,1087.53,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C16363,361,2,291.78000000000003,1,1,2,4,1-1-2,Hibernating,Dormant
C16364,127,4,526.4300000000001,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C16365,11,4,426.17,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C16367,412,4,422.93,1,3,3,7,1-3-3,At Risk,Dormant
C16368,205,4,459.39,2,3,3,8,2-3-3,At Risk,Core Regulars
C16369,134,6,477.86,3,5,3,11,3-5-3,Loyal Customers,Core Regulars
C16370,196,5,294.99,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C16371,89,4,1119.91,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C16372,212,3,117.68,2,2,1,5,2-2-1,At Risk,Occasional
C16373,6,4,324.42,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C16374,313,6,486.84,1,5,3,9,1-5-3,Can't Lose Them,Core Regulars
C16375,40,7,5027.96,4,5,5,14,4-5-5,Champions,Champions
C16376,12,6,310.21,5,5,2,12,5-5-2,Champions,Champions
C16377,61,4,2023.84,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C16378,100,5,776.96,3,4,4,11,3-4-4,Loyal Customers,Core Regulars
C16379,159,5,905.49,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C16380,369,3,201.25,1,2,2,5,1-2-2,At Risk,Dormant
C16381,105,4,229.43,3,3,2,8,3-3-2,Loyal Customers,Core Regulars
C16382,95,10,6973.06,3,5,5,13,3-5-5,Loyal Customers,Champions
C16383,180,3,264.73,2,2,2,6,2-2-2,At Risk,Occasional
C16384,132,2,478.71,3,1,3,7,3-1-3,Needs Attention,Core Regulars
C16385,9,4,722.98,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C16386,42,5,697.78,4,4,4,12,4-4-4,Champions,Core Regulars
C16387,121,5,1336.95,3,4,5,12,3-4-5,Loyal Customers,Core Regulars
C16388,179,2,121.61,2,1,1,4,2-1-1,Hibernating,Occasional
C16389,246,6,903.8,2,5,4,11,2-5-4,Can't Lose Them,Champions
C16390,37,3,250.66,4,2,2,8,4-2-2,Potential Loyalists,Occasional
C16391,142,4,1069.2,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C16393,341,2,158.22,1,1,1,3,1-1-1,Hibernating,Dormant
C16394,195,3,106.08,2,2,1,5,2-2-1,At Risk,Occasional
C16395,61,3,276.04,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C16396,56,6,1010.92,4,5,4,13,4-5-4,Champions,Champions
C16397,245,2,463.37,2,1,3,6,2-1-3,Hibernating,Core Regulars
C16398,45,4,575.2600000000001,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C16399,480,1,74.77,1,1,1,3,1-1-1,Hibernating,Dormant
C16400,280,2,2691.99,1,1,5,7,1-1-5,Hibernating,Core Regulars
C16401,145,9,775.45,3,5,4,12,3-5-4,Loyal Customers,Champions
C16402,68,5,1026.87,4,4,4,12,4-4-4,Champions,Core Regulars
C16403,56,5,335.6,4,4,2,10,4-4-2,Champions,Core Regulars
C16404,96,5,188.43,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C16405,22,7,237.89,5,5,2,12,5-5-2,Champions,Champions
C16406,60,6,267.25,4,5,2,11,4-5-2,Champions,Core Regulars
C16407,125,5,2409.66,3,4,5,12,3-4-5,Loyal Customers,Champions
C16408,76,4,191.14,4,3,2,9,4-3-2,Loyal Customers,Occasional
C16409,7,8,1022.24,5,5,4,14,5-5-4,Champions,Champions
C16410,45,3,379.5,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C16411,18,6,704.4300000000001,5,5,4,14,5-5-4,Champions,Champions
C16412,35,6,561.87,5,5,3,13,5-5-3,Champions,Champions
C16413,96,9,2969.83,3,5,5,13,3-5-5,Loyal Customers,Champions
C16414,83,4,202.33,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C16415,233,3,369.69,2,2,3,7,2-2-3,At Risk,Core Regulars
C16416,195,8,643.05,2,5,3,10,2-5-3,Can't Lose Them,Champions
C16417,64,5,322.46,4,4,2,10,4-4-2,Champions,Core Regulars
C16418,285,1,13.17,1,1,1,3,1-1-1,Hibernating,Occasional
C16419,453,3,400.85,1,2,3,6,1-2-3,At Risk,Dormant
C16420,328,6,1131.01,1,5,4,10,1-5-4,Can't Lose Them,Core Regulars
C16421,606,2,1569.39,1,1,5,7,1-1-5,Hibernating,Dormant
C16422,159,2,25.37,2,1,1,4,2-1-1,Hibernating,Occasional
C16423,191,3,351.21000000000004,2,2,2,6,2-2-2,At Risk,Core Regulars
C16424,94,3,208.39,3,2,2,7,3-2-2,Needs Attention,Occasional
C16425,332,2,62.64,1,1,1,3,1-1-1,Hibernating,Dormant
C16426,81,4,110.17,4,3,1,8,4-3-1,Loyal Customers,Occasional
C16427,366,3,464.57,1,2,3,6,1-2-3,At Risk,Dormant
C16428,398,3,132.70000000000002,1,2,1,4,1-2-1,At Risk,Dormant
C16429,199,4,390.91,2,3,3,8,2-3-3,At Risk,Core Regulars
C16430,98,5,1453.13,3,4,5,12,3-4-5,Loyal Customers,Core Regulars
C16431,160,4,689.55,2,3,4,9,2-3-4,At Risk,Core Regulars
C16432,407,4,4237.74,1,3,5,9,1-3-5,At Risk,Core Regulars
C16433,329,1,58.54,1,1,1,3,1-1-1,Hibernating,Dormant
C16434,64,3,1334.3300000000002,4,2,5,11,4-2-5,Potential Loyalists,Core Regulars
C16435,453,2,56.43,1,1,1,3,1-1-1,Hibernating,Dormant
C16436,146,6,1703.58,3,5,5,13,3-5-5,Loyal Customers,Champions
C16437,132,7,1277.38,3,5,5,13,3-5-5,Loyal Customers,Champions
C16438,421,2,226.81,1,1,2,4,1-1-2,Hibernating,Dormant
C16439,28,5,661.3,5,4,4,13,5-4-4,Champions,Core Regulars
C16440,157,1,31.6,2,1,1,4,2-1-1,Hibernating,Occasional
C16441,18,8,1514.67,5,5,5,15,5-5-5,Champions,Champions
C16442,66,1,489.12,4,1,3,8,4-1-3,Potential Loyalists,Core Regulars
C16443,2,7,170.14,5,5,1,11,5-5-1,Champions,Champions
