customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment
C16362,236,5,1087.53,2,4,4,10,2-4-4,Can't Lose Them
C16363,361,2,291.78000000000003,1,1,2,4,1-1-2,Hibernating
C16364,127,4,526.4300000000001,3,3,3,9,3-3-3,Loyal Customers
C16365,11,4,426.17,5,3,3,11,5-3-3,Loyal Customers
C16367,412,4,422.93,1,3,3,7,1-3-3,At Risk
C16368,205,4,459.39,2,3,3,8,2-3-3,At Risk
C16369,134,6,477.86,3,5,3,11,3-5-3,Loyal Customers
C16370,196,5,294.99,2,4,2,8,2-4-2,Can't Lose Them
C16371,89,4,1119.91,3,3,4,10,3-3-4,Loyal Customers
C16372,212,3,117.68,2,2,1,5,2-2-1,At Risk
C16373,6,4,324.42,5,3,2,10,5-3-2,Loyal Customers
C16374,313,6,486.84000000000003,1,5,3,9,1-5-3,Can't Lose Them
C16375,40,7,5027.96,4,5,5,14,4-5-5,Champions
C16376,12,6,310.21,5,5,2,12,5-5-2,Champions
C16377,61,4,2023.8400000000001,4,3,5,12,4-3-5,Loyal Customers
C16378,100,5,776.96,3,4,4,11,3-4-4,Loyal Customers
C16379,159,5,905.49,2,4,4,10,2-4-4,Can't Lose Them
C16380,369,3,201.25,1,2,2,5,1-2-2,At Risk
C16381,105,4,229.43,3,3,2,8,3-3-2,Loyal Customers
C16382,95,10,6973.06,3,5,5,13,3-5-5,Loyal Customers
C16383,180,3,264.73,2,2,2,6,2-2-2,At Risk
C16384,132,2,478.71000000000004,3,1,3,7,3-1-3,Needs Attention
C16385,9,4,722.98,5,3,4,12,5-3-4,Loyal Customers
C16386,42,5,697.78,4,4,4,12,4-4-4,Champions
C16387,121,5,1336.95,3,4,5,12,3-4-5,Loyal Customers
C16388,179,2,121.61,2,1,1,4,2-1-1,Hibernating
C16389,246,6,903.8,2,5,4,11,2-5-4,Can't Lose Them
C16390,37,3,250.66,4,2,2,8,4-2-2,Potential Loyalists
C16391,142,4,1069.2,3,3,4,10,3-3-4,Loyal Customers
C16393,341,2,158.22,1,1,1,3,1-1-1,Hibernating
C16394,195,3,106.08,2,2,1,5,2-2-1,At Risk
C16395,61,3,276.03999999999996,4,2,2,8,4-2-2,Potential Loyalists
C16396,56,6,1010.92,4,5,4,13,4-5-4,Champions
C16397,245,2,463.37,2,1,3,6,2-1-3,Hibernating
C16398,45,4,575.2600000000001,4,3,3,10,4-3-3,Loyal Customers
C16399,480,1,74.77,1,1,1,3,1-1-1,Hibernating
C16400,280,2,2691.9900000000002,1,1,5,7,1-1-5,Hibernating
C16401,145,9,775.45,3,5,4,12,3-5-4,Loyal Customers
C16402,68,5,1026.87,4,4,4,12,4-4-4,Champions
C16403,56,5,335.6,4,4,2,10,4-4-2,Champions
C16404,96,5,188.43,3,4,2,9,3-4-2,Loyal Customers
C16405,22,7,237.89000000000001,5,5,2,12,5-5-2,Champions
C16406,60,6,267.25,4,5,2,11,4-5-2,Champions
C16407,125,5,2409.66,3,4,5,12,3-4-5,Loyal Customers
C16408,76,4,191.14,4,3,2,9,4-3-2,Loyal Customers
C16409,7,8,1022.24,5,5,4,14,5-5-4,Champions
C16410,45,3,379.5,4,2,3,9,4-2-3,Potential Loyalists
C16411,18,6,704.4300000000001,5,5,4,14,5-5-4,Champions
C16412,35,6,561.87,5,5,3,13,5-5-3,Champions
C16413,96,9,2969.83,3,5,5,13,3-5-5,Loyal Customers
C16414,83,4,202.32999999999998,4,3,2,9,4-3-2,Loyal Customers
C16415,233,3,369.69,2,2,3,7,2-2-3,At Risk
C16416,195,8,643.05,2,5,3,10,2-5-3,Can't Lose Them
C16417,64,5,322.46,4,4,2,10,4-4-2,Champions
C16418,285,1,13.17,1,1,1,3,1-1-1,Hibernating
C16419,453,3,400.85,1,2,3,6,1-2-3,At Risk
C16420,328,6,1131.01,1,5,4,10,1-5-4,Can't Lose Them
C16421,606,2,1569.3899999999999,1,1,5,7,1-1-5,Hibernating
C16422,159,2,25.37,2,1,1,4,2-1-1,Hibernating
C16423,191,3,351.21000000000004,2,2,2,6,2-2-2,At Risk
C16424,94,3,208.39000000000001,3,2,2,7,3-2-2,Needs Attention
C16425,332,2,62.64,1,1,1,3,1-1-1,Hibernating
C16426,81,4,110.17,4,3,1,8,4-3-1,Loyal Customers
C16427,366,3,464.57,1,2,3,6,1-2-3,At Risk
C16428,398,3,132.70000000000002,1,2,1,4,1-2-1,At Risk
C16429,199,4,390.91,2,3,3,8,2-3-3,At Risk
C16430,98,5,1453.13,3,4,5,12,3-4-5,Loyal Customers
C16431,160,4,689.55,2,3,4,9,2-3-4,At Risk
C16432,407,4,4237.74,1,3,5,9,1-3-5,At Risk
C16433,329,1,58.54,1,1,1,3,1-1-1,Hibernating
C16434,64,3,1334.3300000000002,4,2,5,11,4-2-5,Potential Loyalists
C16435,453,2,56.43,1,1,1,3,1-1-1,Hibernating
C16436,146,6,1703.58,3,5,5,13,3-5-5,Loyal Customers
C16437,132,7,1277.3799999999999,3,5,5,13,3-5-5,Loyal Customers
C16438,421,2,226.81,1,1,2,4,1-1-2,Hibernating
C16439,28,5,661.3,5,4,4,13,5-4-4,Champions
C16440,157,1,31.6,2,1,1,4,2-1-1,Hibernating
C16441,18,8,1514.67,5,5,5,15,5-5-5,Champions
C16442,66,1,489.12,4,1,3,8,4-1-3,Potential Loyalists
C16443,2,7,170.14,5,5,1,11,5-5-1,Champions
C16444,20,6,750.74,5,5,4,14,5-5-4,Champions
C16445,142,5,447.59999999999997,3,4,3,10,3-4-3,Loyal Customers
C16446,54,6,315.64000000000004,4,5,2,11,4-5-2,Champions
C16447,123,7,2639.44,3,5,5,13,3-5-5,Loyal Customers
C16448,144,4,1077.28,3,3,4,10,3-3-4,Loyal Customers
C16449,120,4,354.4,3,3,2,8,3-3-2,Loyal Customers
C16450,336,5,869.96,1,4,4,9,1-4-4,Can't Lose Them
C16451,258,5,461.71,2,4,3,9,2-4-3,Can't Lose Them
C16452,130,5,1128.44,3,4,4,11,3-4-4,Loyal Customers
C16453,45,4,2670.67,4,3,5,12,4-3-5,Loyal Customers
C16454,35,5,170.51999999999998,5,4,1,10,5-4-1,Champions
C16455,475,1,3.39,1,1,1,3,1-1-1,Hibernating
C16456,94,4,95.02,3,3,1,7,3-3-1,Loyal Customers
C16457,171,5,199.44,2,4,2,8,2-4-2,Can't Lose Them
C16458,44,4,79.65,4,3,1,8,4-3-1,Loyal Customers
C16459,151,3,267.6,2,2,2,6,2-2-2,At Risk
C16460,5,4,399.55,5,3,3,11,5-3-3,Loyal Customers
C16461,62,5,778.4,4,4,4,12,4-4-4,Champions
C16464,124,5,905.1000000000001,3,4,4,11,3-4-4,Loyal Customers
C16465,563,2,65.37,1,1,1,3,1-1-1,Hibernating
C16466,571,3,864.45,1,2,4,7,1-2-4,At Risk
C16467,5,6,316.6,5,5,2,12,5-5-2,Champions
C16468,2,6,822.36,5,5,4,14,5-5-4,Champions
C16469,62,3,307.86,4,2,2,8,4-2-2,Potential Loyalists
C16470,180,8,744.7,2,5,4,11,2-5-4,Can't Lose Them
C16471,68,7,1717.03,4,5,5,14,4-5-5,Champions
C16472,2,2,59.71,5,1,1,7,5-1-1,Potential Loyalists
C16473,541,5,403.34999999999997,1,4,3,8,1-4-3,Can't Lose Them
C16474,75,7,1190.0,4,5,5,14,4-5-5,Champions
C16475,38,2,248.23,4,1,2,7,4-1-2,Potential Loyalists
C16476,99,6,231.23,3,5,2,10,3-5-2,Loyal Customers
C16477,119,4,206.47,3,3,2,8,3-3-2,Loyal Customers
C16478,83,4,760.8299999999999,4,3,4,11,4-3-4,Loyal Customers
C16479,167,5,934.6800000000001,2,4,4,10,2-4-4,Can't Lose Them
C16481,10,3,335.19,5,2,2,9,5-2-2,Potential Loyalists
C16482,526,3,178.08,1,2,2,5,1-2-2,At Risk
C16483,36,1,411.99,4,1,3,8,4-1-3,Potential Loyalists
C16484,359,3,36.23,1,2,1,4,1-2-1,At Risk
C16485,11,7,1230.1399999999999,5,5,5,15,5-5-5,Champions
C16486,105,5,869.96,3,4,4,11,3-4-4,Loyal Customers
C16487,109,5,306.92999999999995,3,4,2,9,3-4-2,Loyal Customers
C16488,33,4,668.01,5,3,4,12,5-3-4,Loyal Customers
C16489,192,3,820.5899999999999,2,2,4,8,2-2-4,At Risk
C16490,8,3,39.73,5,2,1,8,5-2-1,Potential Loyalists
C16491,55,4,1042.25,4,3,4,11,4-3-4,Loyal Customers
C16492,147,2,201.0,3,1,2,6,3-1-2,Needs Attention
C16493,435,3,463.54,1,2,3,6,1-2-3,At Risk
C16494,52,2,198.70999999999998,4,1,2,7,4-1-2,Potential Loyalists
C16495,75,4,592.9300000000001,4,3,3,10,4-3-3,Loyal Customers
C16496,8,7,2436.7,5,5,5,15,5-5-5,Champions
C16497,83,5,792.73,4,4,4,12,4-4-4,Champions
C16498,417,2,71.19,1,1,1,3,1-1-1,Hibernating
C16499,97,9,1166.57,3,5,5,13,3-5-5,Loyal Customers
C16500,34,7,781.78,5,5,4,14,5-5-4,Champions
C16501,50,5,808.72,4,4,4,12,4-4-4,Champions
C16502,5,3,40.5,5,2,1,8,5-2-1,Potential Loyalists
C16503,333,1,268.49,1,1,2,4,1-1-2,Hibernating
C16504,78,2,83.3,4,1,1,6,4-1-1,Potential Loyalists
C16505,670,1,143.8,1,1,1,3,1-1-1,Hibernating
C16506,92,4,3655.56,3,3,5,11,3-3-5,Loyal Customers
C16507,361,4,148.45,1,3,1,5,1-3-1,At Risk
C16508,118,2,81.4,3,1,1,5,3-1-1,Needs Attention
C16509,60,7,356.09000000000003,4,5,2,11,4-5-2,Champions
C16510,348,3,2203.12,1,2,5,8,1-2-5,At Risk
C16511,266,4,62.56,1,3,1,5,1-3-1,At Risk
C16512,17,2,229.73000000000002,5,1,2,8,5-1-2,Potential Loyalists
C16513,19,4,326.19,5,3,2,10,5-3-2,Loyal Customers
C16514,42,6,1529.47,4,5,5,14,4-5-5,Champions
C16515,355,2,2623.68,1,1,5,7,1-1-5,Hibernating
C16516,78,5,90.0,4,4,1,9,4-4-1,Champions
C16517,641,1,6.07,1,1,1,3,1-1-1,Hibernating
C16518,258,3,323.52,2,2,2,6,2-2-2,At Risk
C16519,46,4,285.7,4,3,2,9,4-3-2,Loyal Customers
C16520,533,2,522.99,1,1,3,5,1-1-3,Hibernating
C16521,23,6,949.66,5,5,4,14,5-5-4,Champions
C16522,103,4,203.11,3,3,2,8,3-3-2,Loyal Customers
C16523,144,6,1455.2,3,5,5,13,3-5-5,Loyal Customers
C16524,94,7,2044.58,3,5,5,13,3-5-5,Loyal Customers
C16525,172,4,803.44,2,3,4,9,2-3-4,At Risk
C16526,305,2,2761.84,1,1,5,7,1-1-5,Hibernating
C16527,573,3,117.27000000000001,1,2,1,4,1-2-1,At Risk
C16528,250,2,987.22,2,1,4,7,2-1-4,Hibernating
C16529,601,2,499.56999999999994,1,1,3,5,1-1-3,Hibernating
C16530,4,5,2287.2400000000002,5,4,5,14,5-4-5,Champions
C16531,159,3,1123.6100000000001,2,2,4,8,2-2-4,At Risk
C16532,480,3,267.9,1,2,2,5,1-2-2,At Risk
C16533,96,4,765.55,3,3,4,10,3-3-4,Loyal Customers
C16534,2,6,573.4399999999999,5,5,3,13,5-5-3,Champions
C16535,22,3,93.3,5,2,1,8,5-2-1,Potential Loyalists
C16536,62,2,116.83,4,1,1,6,4-1-1,Potential Loyalists
C16537,112,3,243.46,3,2,2,7,3-2-2,Needs Attention
C16538,305,5,2348.9700000000003,1,4,5,10,1-4-5,Can't Lose Them
C16539,242,7,1094.19,2,5,4,11,2-5-4,Can't Lose Them
C16540,20,7,1418.8700000000001,5,5,5,15,5-5-5,Champions
C16541,123,4,121.6,3,3,1,7,3-3-1,Loyal Customers
C16542,330,3,153.04,1,2,1,4,1-2-1,At Risk
C16543,213,4,1191.0900000000001,2,3,5,10,2-3-5,At Risk
C16544,94,7,2066.59,3,5,5,13,3-5-5,Loyal Customers
C16545,220,2,37.85,2,1,1,4,2-1-1,Hibernating
C16546,21,5,4424.599999999999,5,4,5,14,5-4-5,Champions
C16547,99,2,35.1,3,1,1,5,3-1-1,Needs Attention
C16548,44,4,468.53999999999996,4,3,3,10,4-3-3,Loyal Customers
C16549,331,3,750.16,1,2,4,7,1-2-4,At Risk
C16550,423,2,832.87,1,1,4,6,1-1-4,Hibernating
C16551,426,3,199.56,1,2,2,5,1-2-2,At Risk
C16552,168,3,912.1899999999999,2,2,4,8,2-2-4,At Risk
C16553,8,9,2117.42,5,5,5,15,5-5-5,Champions
C16554,26,6,1758.98,5,5,5,15,5-5-5,Champions
C16555,248,2,1081.01,2,1,4,7,2-1-4,Hibernating
C16556,73,2,183.12,4,1,2,7,4-1-2,Potential Loyalists
C16557,152,4,183.71,2,3,2,7,2-3-2,At Risk
C16558,98,5,1186.3400000000001,3,4,5,12,3-4-5,Loyal Customers
C16559,133,5,720.05,3,4,4,11,3-4-4,Loyal Customers
C16560,241,2,62.489999999999995,2,1,1,4,2-1-1,Hibernating
C16561,374,2,66.77,1,1,1,3,1-1-1,Hibernating
C16563,22,8,1708.5099999999998,5,5,5,15,5-5-5,Champions
C16564,140,3,962.76,3,2,4,9,3-2-4,Needs Attention
C16565,45,4,107.75,4,3,1,8,4-3-1,Loyal Customers
C16566,15,7,1559.8300000000002,5,5,5,15,5-5-5,Champions
C16567,112,2,420.28,3,1,3,7,3-1-3,Needs Attention
C16568,521,2,365.64,1,1,2,4,1-1-2,Hibernating
C16569,51,5,519.72,4,4,3,11,4-4-3,Champions
C16570,46,3,1084.58,4,2,4,10,4-2-4,Potential Loyalists
C16571,3,7,668.51,5,5,4,14,5-5-4,Champions
C16572,21,1,79.0,5,1,1,7,5-1-1,Potential Loyalists
C16573,49,2,250.44,4,1,2,7,4-1-2,Potential Loyalists
C16574,183,4,592.15,2,3,3,8,2-3-3,At Risk
C16575,405,3,177.07999999999998,1,2,2,5,1-2-2,At Risk
C16576,159,2,441.17,2,1,3,6,2-1-3,Hibernating
C16577,276,7,1596.96,1,5,5,11,1-5-5,Can't Lose Them
C16578,137,4,166.3,3,3,1,7,3-3-1,Loyal Customers
C16579,78,4,65.32,4,3,1,8,4-3-1,Loyal Customers
C16580,225,4,139.89,2,3,1,6,2-3-1,At Risk
C16581,330,5,766.94,1,4,4,9,1-4-4,Can't Lose Them
C16582,168,5,448.03,2,4,3,9,2-4-3,Can't Lose Them
C16583,26,5,339.16,5,4,2,11,5-4-2,Champions
C16584,121,5,840.62,3,4,4,11,3-4-4,Loyal Customers
C16585,170,1,5.3,2,1,1,4,2-1-1,Hibernating
C16586,161,3,362.63,2,2,2,6,2-2-2,At Risk
C16587,259,6,358.68,2,5,2,9,2-5-2,Can't Lose Them
C16588,158,7,263.12,2,5,2,9,2-5-2,Can't Lose Them
C16589,180,7,1325.38,2,5,5,12,2-5-5,Can't Lose Them
C16590,28,5,348.95000000000005,5,4,2,11,5-4-2,Champions
C16591,404,2,30.75,1,1,1,3,1-1-1,Hibernating
C16592,46,3,424.18,4,2,3,9,4-2-3,Potential Loyalists
C16593,180,11,1837.01,2,5,5,12,2-5-5,Can't Lose Them
C16594,458,3,6415.320000000001,1,2,5,8,1-2-5,At Risk
C16595,323,2,265.42,1,1,2,4,1-1-2,Hibernating
C16596,409,3,636.46,1,2,3,6,1-2-3,At Risk
C16597,256,2,75.05,2,1,1,4,2-1-1,Hibernating
C16598,15,8,434.92,5,5,3,13,5-5-3,Champions
C16599,281,2,209.38,1,1,2,4,1-1-2,Hibernating
C16600,154,4,3025.7200000000003,2,3,5,10,2-3-5,At Risk
C16601,7,4,543.23,5,3,3,11,5-3-3,Loyal Customers
C16602,267,3,142.37,1,2,1,4,1-2-1,At Risk
C16603,151,5,831.96,2,4,4,10,2-4-4,Can't Lose Them
C16604,26,3,276.4,5,2,2,9,5-2-2,Potential Loyalists
C16605,168,4,183.49,2,3,2,7,2-3-2,At Risk
C16606,34,4,124.45,5,3,1,9,5-3-1,Loyal Customers
C16607,52,3,205.28,4,2,2,8,4-2-2,Potential Loyalists
C16608,109,5,1688.0,3,4,5,12,3-4-5,Loyal Customers
C16609,99,8,662.58,3,5,4,12,3-5-4,Loyal Customers
C16610,59,5,2135.81,4,4,5,13,4-4-5,Champions
C16611,131,3,418.87000000000006,3,2,3,8,3-2-3,Needs Attention
C16612,617,2,390.66999999999996,1,1,3,5,1-1-3,Hibernating
C16613,92,3,422.35,3,2,3,8,3-2-3,Needs Attention
C16614,65,9,369.68,4,5,3,12,4-5-3,Champions
C16615,260,3,1684.86,2,2,5,9,2-2-5,At Risk
C16616,161,4,164.14,2,3,1,6,2-3-1,At Risk
C16617,2,5,1359.41,5,4,5,14,5-4-5,Champions
C16618,4,6,274.15999999999997,5,5,2,12,5-5-2,Champions
C16619,49,5,1629.45,4,4,5,13,4-4-5,Champions
C16620,83,3,683.3900000000001,4,2,4,10,4-2-4,Potential Loyalists
C16621,246,5,413.32,2,4,3,9,2-4-3,Can't Lose Them
C16622,108,5,1453.41,3,4,5,12,3-4-5,Loyal Customers
C16623,83,4,864.55,4,3,4,11,4-3-4,Loyal Customers
C16624,62,2,253.34,4,1,2,7,4-1-2,Potential Loyalists
C16625,237,3,123.07,2,2,1,5,2-2-1,At Risk
C16626,124,4,543.98,3,3,3,9,3-3-3,Loyal Customers
C16627,24,4,259.68,5,3,2,10,5-3-2,Loyal Customers
C16628,111,8,3450.34,3,5,5,13,3-5-5,Loyal Customers
C16629,13,6,884.4000000000001,5,5,4,14,5-5-4,Champions
C16630,308,2,39.83,1,1,1,3,1-1-1,Hibernating
C16631,195,2,183.1,2,1,2,5,2-1-2,Hibernating
C16632,103,3,237.79999999999998,3,2,2,7,3-2-2,Needs Attention
C16633,86,2,1299.6499999999999,3,1,5,9,3-1-5,Needs Attention
C16634,366,3,1057.63,1,2,4,7,1-2-4,At Risk
C16635,121,4,247.6,3,3,2,8,3-3-2,Loyal Customers
C16636,277,6,1814.3999999999999,1,5,5,11,1-5-5,Can't Lose Them
C16637,118,3,569.22,3,2,3,8,3-2-3,Needs Attention
C16638,98,5,1424.17,3,4,5,12,3-4-5,Loyal Customers
C16639,39,6,438.99,4,5,3,12,4-5-3,Champions
C16640,440,2,220.0,1,1,2,4,1-1-2,Hibernating
C16641,14,4,219.86,5,3,2,10,5-3-2,Loyal Customers
C16642,412,5,203.5,1,4,2,7,1-4-2,Can't Lose Them
C16643,59,6,1010.6700000000001,4,5,4,13,4-5-4,Champions
C16644,252,4,1250.1899999999998,2,3,5,10,2-3-5,At Risk
C16645,43,8,1440.81,4,5,5,14,4-5-5,Champions
C16646,119,7,1125.28,3,5,4,12,3-5-4,Loyal Customers
C16647,233,3,195.22,2,2,2,6,2-2-2,At Risk
C16648,298,1,61.58,1,1,1,3,1-1-1,Hibernating
C16649,99,4,111.5,3,3,1,7,3-3-1,Loyal Customers
C16650,448,3,233.04,1,2,2,5,1-2-2,At Risk
C16651,63,6,314.71000000000004,4,5,2,11,4-5-2,Champions
C16652,78,6,1211.3600000000001,4,5,5,14,4-5-5,Champions
C16653,177,2,89.08000000000001,2,1,1,4,2-1-1,Hibernating
C16654,94,8,1175.8799999999999,3,5,5,13,3-5-5,Loyal Customers
C16655,63,10,13885.1,4,5,5,14,4-5-5,Champions
C16656,138,3,195.68,3,2,2,7,3-2-2,Needs Attention
C16657,3,5,963.33,5,4,4,13,5-4-4,Champions
C16658,79,5,924.96,4,4,4,12,4-4-4,Champions
C16659,132,5,867.56,3,4,4,11,3-4-4,Loyal Customers
C16660,265,3,1021.28,1,2,4,7,1-2-4,At Risk
C16661,114,5,353.78,3,4,2,9,3-4-2,Loyal Customers
C16662,121,3,436.96999999999997,3,2,3,8,3-2-3,Needs Attention
C16663,193,4,403.23,2,3,3,8,2-3-3,At Risk
C16664,309,2,278.52,1,1,2,4,1-1-2,Hibernating
C16665,73,6,707.3199999999999,4,5,4,13,4-5-4,Champions
C16666,372,2,32.98,1,1,1,3,1-1-1,Hibernating
C16667,43,6,1261.12,4,5,5,14,4-5-5,Champions
C16668,135,9,1644.47,3,5,5,13,3-5-5,Loyal Customers
C16669,174,3,414.03999999999996,2,2,3,7,2-2-3,At Risk
C16670,58,5,695.29,4,4,4,12,4-4-4,Champions
C16671,124,7,1488.5,3,5,5,13,3-5-5,Loyal Customers
C16672,166,3,209.11,2,2,2,6,2-2-2,At Risk
C16673,146,4,274.3,3,3,2,8,3-3-2,Loyal Customers
C16674,76,6,1353.6200000000001,4,5,5,14,4-5-5,Champions
C16675,118,1,64.89,3,1,1,5,3-1-1,Needs Attention
C16676,175,3,975.55,2,2,4,8,2-2-4,At Risk
C16677,63,4,41.15,4,3,1,8,4-3-1,Loyal Customers
C16678,71,7,667.11,4,5,4,13,4-5-4,Champions
C16679,111,3,109.16,3,2,1,6,3-2-1,Needs Attention
C16680,131,3,92.78,3,2,1,6,3-2-1,Needs Attention
C16681,64,5,575.32,4,4,3,11,4-4-3,Champions
C16682,274,3,1039.81,1,2,4,7,1-2-4,At Risk
C16683,57,9,1904.53,4,5,5,14,4-5-5,Champions
C16684,608,3,758.44,1,2,4,7,1-2-4,At Risk
C16685,79,7,318.88,4,5,2,11,4-5-2,Champions
C16686,6,6,582.52,5,5,3,13,5-5-3,Champions
C16687,72,5,441.15999999999997,4,4,3,11,4-4-3,Champions
C16688,223,1,410.44,2,1,3,6,2-1-3,Hibernating
C16689,461,2,33.56,1,1,1,3,1-1-1,Hibernating
C16690,131,2,203.82,3,1,2,6,3-1-2,Needs Attention
C16691,243,3,105.01,2,2,1,5,2-2-1,At Risk
C16692,17,3,1331.57,5,2,5,12,5-2-5,Potential Loyalists
C16693,186,4,1007.75,2,3,4,9,2-3-4,At Risk
C16694,177,5,777.02,2,4,4,10,2-4-4,Can't Lose Them
C16695,157,3,73.69,2,2,1,5,2-2-1,At Risk
C16696,206,4,183.21,2,3,2,7,2-3-2,At Risk
C16697,13,7,1056.48,5,5,4,14,5-5-4,Champions
C16698,83,4,607.43,4,3,3,10,4-3-3,Loyal Customers
C16699,191,3,141.89,2,2,1,5,2-2-1,At Risk
C16700,308,5,153.83,1,4,1,6,1-4-1,Can't Lose Them
C16701,71,6,2237.51,4,5,5,14,4-5-5,Champions
C16702,112,6,117.11,3,5,1,9,3-5-1,Loyal Customers
C16703,123,7,925.32,3,5,4,12,3-5-4,Loyal Customers
C16704,1,13,1976.21,5,5,5,15,5-5-5,Champions
C16705,336,2,344.79999999999995,1,1,2,4,1-1-2,Hibernating
C16706,581,2,410.99,1,1,3,5,1-1-3,Hibernating
C16707,166,8,747.07,2,5,4,11,2-5-4,Can't Lose Them
C16708,106,4,661.8700000000001,3,3,4,10,3-3-4,Loyal Customers
C16709,39,6,702.9399999999999,4,5,4,13,4-5-4,Champions
C16710,87,6,732.8100000000001,3,5,4,12,3-5-4,Loyal Customers
C16711,284,5,549.3000000000001,1,4,3,8,1-4-3,Can't Lose Them
C16712,33,3,622.49,5,2,3,10,5-2-3,Potential Loyalists
C16713,7,8,449.51,5,5,3,13,5-5-3,Champions
C16714,51,4,547.78,4,3,3,10,4-3-3,Loyal Customers
C16715,275,2,119.32,1,1,1,3,1-1-1,Hibernating
C16716,88,6,1214.11,3,5,5,13,3-5-5,Loyal Customers
C16717,26,3,385.35,5,2,3,10,5-2-3,Potential Loyalists
C16718,35,4,941.87,5,3,4,12,5-3-4,Loyal Customers
C16719,163,4,144.92000000000002,2,3,1,6,2-3-1,At Risk
C16720,172,4,1148.6000000000001,2,3,5,10,2-3-5,At Risk
C16721,68,2,549.5400000000001,4,1,3,8,4-1-3,Potential Loyalists
C16722,39,3,128.99,4,2,1,7,4-2-1,Potential Loyalists
C16723,36,5,655.35,4,4,4,12,4-4-4,Champions
C16724,51,7,959.0500000000001,4,5,4,13,4-5-4,Champions
C16725,56,3,308.41999999999996,4,2,2,8,4-2-2,Potential Loyalists
C16726,54,2,425.53000000000003,4,1,3,8,4-1-3,Potential Loyalists
C16727,466,2,99.94,1,1,1,3,1-1-1,Hibernating
C16728,86,3,1129.1299999999999,3,2,4,9,3-2-4,Needs Attention
C16729,316,1,10.94,1,1,1,3,1-1-1,Hibernating
C16730,29,1,35.83,5,1,1,7,5-1-1,Potential Loyalists
C16731,211,8,2833.51,2,5,5,12,2-5-5,Can't Lose Them
C16732,98,10,1330.36,3,5,5,13,3-5-5,Loyal Customers
C16733,209,7,481.85,2,5,3,10,2-5-3,Can't Lose Them
C16734,189,3,143.3,2,2,1,5,2-2-1,At Risk
C16735,12,4,45.19,5,3,1,9,5-3-1,Loyal Customers
C16736,340,2,167.92000000000002,1,1,1,3,1-1-1,Hibernating
C16737,660,2,27.339999999999996,1,1,1,3,1-1-1,Hibernating
C16738,67,2,469.31,4,1,3,8,4-1-3,Potential Loyalists
C16739,394,4,415.45000000000005,1,3,3,7,1-3-3,At Risk
C16740,577,3,742.46,1,2,4,7,1-2-4,At Risk
C16741,12,4,349.18,5,3,2,10,5-3-2,Loyal Customers
C16742,230,3,280.41999999999996,2,2,2,6,2-2-2,At Risk
C16743,120,2,58.11,3,1,1,5,3-1-1,Needs Attention
C16744,275,4,237.16,1,3,2,6,1-3-2,At Risk
C16745,74,4,1322.2,4,3,5,12,4-3-5,Loyal Customers
C16746,236,2,143.51,2,1,1,4,2-1-1,Hibernating
C16747,142,6,1271.96,3,5,5,13,3-5-5,Loyal Customers
C16748,401,7,191.88,1,5,2,8,1-5-2,Can't Lose Them
C16749,183,6,1140.98,2,5,5,12,2-5-5,Can't Lose Them
C16750,353,2,269.98,1,1,2,4,1-1-2,Hibernating
C16751,108,4,426.59999999999997,3,3,3,9,3-3-3,Loyal Customers
C16752,79,6,313.59000000000003,4,5,2,11,4-5-2,Champions
C16753,447,1,49.21,1,1,1,3,1-1-1,Hibernating
C16754,251,2,18.669999999999998,2,1,1,4,2-1-1,Hibernating
C16755,267,7,1748.12,1,5,5,11,1-5-5,Can't Lose Them
C16756,6,2,2196.16,5,1,5,11,5-1-5,Potential Loyalists
C16757,138,3,541.38,3,2,3,8,3-2-3,Needs Attention
C16758,83,4,421.34,4,3,3,10,4-3-3,Loyal Customers
C16759,109,2,170.46,3,1,1,5,3-1-1,Needs Attention
C16760,366,1,46.23,1,1,1,3,1-1-1,Hibernating
C16761,154,6,739.3800000000001,2,5,4,11,2-5-4,Can't Lose Them
C16762,93,4,2097.48,3,3,5,11,3-3-5,Loyal Customers
C16763,120,8,589.86,3,5,3,11,3-5-3,Loyal Customers
C16764,62,6,446.25,4,5,3,12,4-5-3,Champions
C16765,256,1,21.69,2,1,1,4,2-1-1,Hibernating
C16766,118,6,1458.01,3,5,5,13,3-5-5,Loyal Customers
C16767,53,6,378.79,4,5,3,12,4-5-3,Champions
C16768,391,4,186.43,1,3,2,6,1-3-2,At Risk
C16769,285,2,1624.69,1,1,5,7,1-1-5,Hibernating
C16770,98,5,377.25,3,4,3,10,3-4-3,Loyal Customers
C16771,73,6,2260.31,4,5,5,14,4-5-5,Champions
C16772,26,5,357.46,5,4,2,11,5-4-2,Champions
C16773,69,6,334.25,4,5,2,11,4-5-2,Champions
C16774,402,3,600.4200000000001,1,2,3,6,1-2-3,At Risk
C16775,32,7,680.49,5,5,4,14,5-5-4,Champions
C16776,83,3,469.28,4,2,3,9,4-2-3,Potential Loyalists
C16777,5,5,152.29000000000002,5,4,1,10,5-4-1,Champions
C16778,496,2,48.19,1,1,1,3,1-1-1,Hibernating
C16779,674,1,106.47,1,1,1,3,1-1-1,Hibernating
C16780,10,3,613.81,5,2,3,10,5-2-3,Potential Loyalists
C16781,45,4,212.14,4,3,2,9,4-3-2,Loyal Customers
